,City,Lat,Lng,Max Temp (degrees F),Humidity,Cloudiness,Wind Speed,Country,Date
345,gizo,-8.103,156.8419,84.74000000000002,74,100,9.02,SB,1612045107
346,burdur,37.7203,30.2908,33.8,100,75,1.54,TR,1612045101
347,shimoda,34.6667,138.95,35.99600000000005,75,0,0.45,JP,1612045107
348,xianshuigu,38.985,117.3828,23.0,63,90,3.0,CN,1612045107
349,adrar,20.5022,-10.0711,69.458,22,22,4.16,MR,1612045107
350,solnechnyy,50.7214,136.6319,-15.231999999999964,86,30,1.67,RU,1612045108
351,alness,57.696,-4.2551,33.008,100,90,1.38,GB,1612045108
352,tucuma,-0.1833,-50.05,77.14400000000008,92,100,3.3,BR,1612045108
353,batagay,67.6333,134.6333,-48.02799999999996,76,85,0.53,RU,1612045108
354,xiamen,24.4798,118.0819,53.6,94,0,2.0,CN,1612045108
355,salalah,17.0151,54.0924,68.0,64,0,2.57,OM,1612045108
356,tual,-5.6667,132.75,83.08399999999999,77,86,4.3,ID,1612045109
357,vengerovo,55.6848,76.7471,-3.423999999999964,92,100,5.07,RU,1612045109
358,ferrol,43.4832,-8.2369,55.004000000000055,71,100,4.47,ES,1612045109
359,samarai,-10.6167,150.6667,83.58800000000005,75,99,8.03,PG,1612045109
360,luena,-11.7833,19.9167,63.266000000000005,96,100,1.64,AO,1612045109
361,ambulu,-8.345,113.6058,74.93000000000004,86,100,1.46,ID,1612045109
362,sistranda,63.7256,8.834,30.2,86,20,4.12,NO,1612045110
363,berezovyy,51.6667,135.7,-17.067999999999984,80,0,1.83,RU,1612045110
364,katsuura,35.1333,140.3,35.6,51,20,1.03,JP,1612045039
365,vila velha,-20.3297,-40.2925,80.6,74,0,6.17,BR,1612045110
366,saint george,37.1041,-113.5841,51.008,53,1,0.56,US,1612044905
367,presidencia roque saenz pena,-26.7852,-60.4388,88.44800000000002,54,45,5.17,AR,1612045110
368,lasa,46.6166,10.7002,41.0,100,90,1.54,IT,1612045110
369,hastings,50.8552,0.5729,39.00200000000008,84,100,4.47,GB,1612044948
370,krizevci,46.0219,16.5425,42.8,93,90,1.4,HR,1612045111
371,rawlins,41.7911,-107.2387,32.0,59,75,11.32,US,1612045111
372,pangoa,-12.1167,-73.0,72.17600000000009,91,76,0.5,PE,1612045111
373,cassilandia,-19.1133,-51.7342,77.07200000000003,81,78,0.33,BR,1612045111
374,north bend,43.4065,-124.2243,51.8,82,90,5.57,US,1612044939
375,glendive,47.1053,-104.7125,32.0,64,1,3.09,US,1612045111
376,saint-joseph,-21.3667,55.6167,78.8,65,0,2.57,RE,1612045112
377,princeton,25.5384,-80.4089,71.6,59,1,4.63,US,1612045112
378,isangel,-19.55,169.2667,82.4,69,40,4.12,VU,1612045112
379,vanimo,-2.6741,141.3028,79.16000000000008,81,100,2.49,PG,1612045112
380,nuuk,64.1835,-51.7216,19.4,73,0,2.06,GL,1612045112
381,constitucion,-35.3333,-72.4167,65.15600000000003,82,36,2.87,CL,1612045094
382,sao filipe,14.8961,-24.4956,73.70600000000003,64,79,6.09,CV,1612045112
383,waghai,20.7667,73.4833,67.13600000000007,35,0,1.48,IN,1612045113
384,flinders,-34.5833,150.8552,71.00600000000003,88,88,2.24,AU,1612045113
385,rochegda,62.8,43.25,20.660000000000082,98,96,2.67,RU,1612045113
386,sakaraha,-22.9,44.5333,71.924,85,1,1.32,MG,1612045113
387,de aar,-30.6497,24.0123,74.28200000000001,16,0,4.88,ZA,1612045113
388,keti bandar,24.1447,67.4497,65.35400000000006,73,0,4.15,PK,1612045113
389,zvenigovo,55.9742,48.0181,21.2,86,40,6.0,RU,1612045114
390,porto san giorgio,43.1827,13.7934,51.998000000000026,12,100,0.45,IT,1612045114
391,emba,48.8264,58.1442,14.99000000000002,92,55,2.46,KZ,1612045114
392,cidreira,-30.1811,-50.2056,77.234,88,100,2.07,BR,1612044988
393,vaitape,-16.5167,-151.75,81.23000000000005,71,90,3.18,PF,1612045114
394,kutum,14.2,24.6667,54.608000000000004,35,0,2.75,SD,1612045115
395,takehara,34.3383,132.9167,35.6,87,75,1.54,JP,1612045115
396,lazaro cardenas,17.9583,-102.2,83.04800000000003,62,8,3.3,MX,1612045086
397,port moresby,-9.4431,147.1797,73.4,100,90,4.12,PG,1612045115
398,macheng,31.1783,115.0319,48.00200000000008,70,93,0.28,CN,1612045115
399,itapipoca,-3.4944,-39.5786,79.16000000000008,69,47,2.98,BR,1612045115
400,portland,45.5234,-122.6762,50.0,76,90,6.17,US,1612045175
401,norman wells,65.282,-126.8329,-25.59999999999995,68,40,1.54,CA,1612045116
402,burgos,42.3394,-3.7079,37.99400000000007,87,66,7.72,ES,1612045116
403,buraydah,26.326,43.975,51.8,66,0,3.6,SA,1612045116
404,sidhi,24.4167,81.8833,47.174000000000014,52,0,1.16,IN,1612045116
405,urumqi,43.801,87.6005,-0.39999999999994884,85,90,0.33,CN,1612045116
406,port blair,11.6667,92.75,78.566,80,2,2.75,IN,1612045116
407,lensk,60.7253,114.9278,-35.03199999999997,79,100,1.94,RU,1612045116
408,caceres,39.522,-6.3748,45.733999999999995,87,45,5.33,ES,1612045117
409,fuenlabrada,40.2842,-3.7942,48.992,66,40,8.23,ES,1612045117
410,bandundu,-3.3167,17.3667,71.816,91,89,0.97,CD,1612045117
411,honiara,-9.4333,159.95,80.09600000000005,84,100,2.39,SB,1612045117
412,puerto colombia,10.9878,-74.9547,80.6,69,0,8.23,CO,1612045117
413,ishikari,43.2397,141.3539,21.2,73,40,2.06,JP,1612045118
414,noyabrsk,63.1994,75.4507,-19.911999999999956,86,100,8.54,RU,1612045118
415,phonhong,18.5007,102.4166,64.27400000000002,72,49,1.04,LA,1612045118
416,ilhabela,-23.7781,-45.3581,78.35,78,28,1.28,BR,1612044994
417,simplicio mendes,-7.8539,-41.9103,68.05400000000006,92,96,2.27,BR,1612045118
418,bend,44.0582,-121.3153,44.6,53,75,7.2,US,1612045118
419,sangar,63.9242,127.4739,-49.95399999999995,76,65,1.42,RU,1612045119
420,nanpiao,41.0982,120.7479,13.244000000000074,83,69,1.0,CN,1612045119
421,bandarbeyla,9.4942,50.8122,73.68800000000005,74,18,6.6,SO,1612045119
422,lethem,3.3803,-59.7968,85.424,57,51,4.87,GY,1612045119
423,dongkan,33.9997,119.8308,42.044000000000075,66,100,2.71,CN,1612045119
424,fort myers beach,26.452,-81.9481,73.4,46,40,4.63,US,1612044909
425,northam,51.0333,-4.2167,41.0,88,49,5.81,GB,1612045120
426,mumford,5.2618,-0.759,79.86200000000005,86,0,4.84,GH,1612045120
427,ancud,-41.8697,-73.8203,64.4,52,0,3.6,CL,1612044842
428,hohhot,40.8106,111.6522,5.0,78,0,3.0,CN,1612044989
429,sampit,-2.5333,112.95,74.192,95,100,0.49,ID,1612045120
430,nagapattinam,10.7667,79.8333,74.96600000000001,83,0,4.52,IN,1612045120
431,santiago de cuba,20.0247,-75.8219,78.8,69,40,6.69,CU,1612045120
432,steinbach,50.1667,8.5667,37.004000000000055,86,90,6.17,DE,1612045121
433,kalianget,-7.05,113.9333,78.00800000000001,84,97,5.73,ID,1612045121
434,puerto baquerizo moreno,-0.9,-89.6,82.4,83,40,5.66,EC,1612045121
435,gornopravdinsk,60.05,69.9,2.8220000000000383,93,100,4.22,RU,1612045121
436,pangody,65.85,74.4859,-21.24399999999997,85,100,8.01,RU,1612045121
437,narsaq,60.9167,-46.05,41.0,30,75,15.95,GL,1612045121
438,coahuayana,18.7333,-103.6833,84.2,51,40,3.09,MX,1612045122
439,kayerkan,69.3497,87.7602,-33.35799999999995,70,0,1.2,RU,1612045122
440,vao,-22.6667,167.4833,75.434,81,95,11.4,NC,1612045122
441,tsabong,-26.0217,22.401,80.09600000000005,49,30,3.23,BW,1612045122
442,havre-saint-pierre,50.2334,-63.5986,21.2,79,90,5.66,CA,1612045122
443,tayoltita,24.0833,-105.9333,80.63600000000007,29,13,2.97,MX,1612045122
444,tarko-sale,64.9225,77.785,-23.16999999999996,84,100,7.21,RU,1612045122
445,vila do maio,15.1333,-23.2167,73.4,60,0,7.2,CV,1612045123
446,oussouye,12.485,-16.5469,77.0,78,0,2.06,SN,1612045123
447,alyangula,-13.8483,136.4192,84.2,74,20,3.09,AU,1612045123
448,ngunguru,-35.6167,174.5,71.00600000000003,62,3,4.02,NZ,1612045123
449,foki,56.693,54.3499,25.82600000000009,98,100,4.14,RU,1612045123
450,callaguip,18.0714,120.4867,66.2,72,75,1.54,PH,1612045123
451,soc trang,9.6033,105.98,71.6,100,82,0.51,VN,1612044997
452,sidi ali,36.0998,0.4206,56.55200000000008,87,100,8.54,DZ,1612045124
453,novo aripuana,-5.1206,-60.3797,79.68200000000002,82,84,0.86,BR,1612045124
454,hualmay,-11.0964,-77.6139,75.36200000000005,65,68,5.52,PE,1612045124
455,omsukchan,62.5333,155.8,-31.14399999999997,80,100,4.16,RU,1612045124
456,avera,33.194,-82.5271,50.0,43,40,3.09,US,1612045124
457,lagos,6.5833,3.75,80.07800000000006,86,0,2.55,NG,1612044918
458,urcos,-13.6861,-71.6228,57.2,62,75,2.06,PE,1612045125
459,najran,17.4924,44.1277,64.4,25,0,0.97,SA,1612045125
460,sohna,28.25,77.0667,46.4,87,0,1.87,IN,1612045125
461,porto alegre,-30.0331,-51.23,86.0,65,0,4.12,BR,1612044903
462,bentiu,9.2333,29.8333,75.21800000000009,19,2,3.31,SS,1612045125
463,yuscaran,13.9333,-86.85,77.0,50,40,5.14,HN,1612045125
464,zheleznodorozhnyy,55.7503,38.0042,26.00600000000003,93,75,4.0,RU,1612045126
465,martil,35.6166,-5.2752,59.0,77,75,9.26,MA,1612045126
466,burnie,-41.0667,145.9167,59.0,62,88,4.47,AU,1612045126
467,matara,5.9485,80.5353,76.28000000000004,88,97,1.73,LK,1612045126
468,nouakchott,18.0858,-15.9785,75.2,11,64,4.12,MR,1612045097
469,barra do garcas,-15.89,-52.2567,80.2760000000001,75,60,0.87,BR,1612044862
470,tupiza,-21.45,-65.7167,75.05600000000003,18,85,2.07,BO,1612045127
471,mubende,0.5606,31.39,63.89600000000005,80,57,0.55,UG,1612045127
472,makakilo city,21.3469,-158.0858,82.4,51,75,3.09,US,1612045040
473,kupang,-10.1667,123.5833,77.0,100,75,5.66,ID,1612045127
474,tuensang,26.2833,94.8333,46.49000000000002,80,4,0.92,IN,1612045127
475,georgiyevskoye,58.731,45.024,19.688000000000045,97,100,3.49,RU,1612045127
476,zvishavane,-20.3267,30.0665,69.63800000000005,91,100,2.55,ZW,1612045128
477,port macquarie,-31.4333,152.9167,82.00400000000005,83,57,3.47,AU,1612045128
478,muros,42.7762,-9.0603,55.99400000000007,80,99,4.47,ES,1612045128
479,hounde,11.5,-3.5167,77.84600000000005,17,0,2.35,BF,1612045128
480,alta floresta,-9.8756,-56.0861,75.72200000000004,94,82,0.41,BR,1612045128
481,coxim,-18.5067,-54.76,83.94800000000002,66,87,1.77,BR,1612045128
482,yinchuan,38.4681,106.2731,27.86000000000008,69,0,3.64,CN,1612045129
483,sharjah,25.3573,55.4033,69.00800000000001,59,0,1.54,AE,1612045068
484,barcelos,41.5388,-8.6151,55.4,82,75,4.12,PT,1612045129
485,tomigusuku,26.185,127.675,59.0,71,20,1.54,JP,1612044851
486,longyearbyen,78.2186,15.6401,-3.9999999999999503,65,20,8.75,SJ,1612045129
487,healesville,-37.65,145.5167,60.998000000000026,66,63,3.58,AU,1612045129
488,tortoli,39.9256,9.6572,60.8,59,0,11.83,IT,1612045129
489,fort nelson,58.8053,-122.7002,-7.599999999999952,64,75,1.03,CA,1612045129
490,sokoto,13.0609,5.239,71.942,19,3,4.74,NG,1612045130
491,morden,49.1919,-98.1014,23.0,93,100,0.51,CA,1612045130
492,jalu,29.0331,21.5482,61.19600000000005,41,0,4.7,LY,1612045130
493,gravelbourg,49.8834,-106.5512,6.800000000000001,85,0,2.06,CA,1612045130
494,haines junction,60.7522,-137.5108,1.3999999999999986,66,100,1.03,CA,1612045130
495,domna,51.8971,113.1573,-27.399999999999956,75,40,1.36,RU,1612045130
496,port shepstone,-30.7414,30.455,75.99199999999999,83,73,0.69,ZA,1612045130
497,maumere,-8.6199,122.2111,80.42000000000006,79,100,3.36,ID,1612045131
498,alugan,12.2188,125.4808,77.91800000000009,81,100,7.83,PH,1612045131
499,dekar,-21.5333,21.9333,70.68200000000002,84,100,3.12,BW,1612045131
500,tubuala,9.5167,-79.0333,86.0,58,40,6.17,PA,1612045131
501,kontagora,10.3999,5.4695,76.424,19,0,2.29,NG,1612045131
502,caldwell,43.6629,-116.6874,48.992,49,90,4.12,US,1612044910
503,oranjemund,-28.55,16.4333,62.33000000000004,87,0,4.59,NA,1612045131
504,yar-sale,66.8333,70.8333,-20.469999999999956,85,100,7.73,RU,1612045132
505,mukhen,48.1,136.1,-18.79599999999995,85,22,2.49,RU,1612045132
506,vostok,46.4856,135.8833,-24.645999999999944,86,70,2.11,RU,1612045132
507,port-cartier,50.0334,-66.8654,21.2,53,57,2.57,CA,1612045132
508,ustynivka,47.9551,32.5367,41.0,93,90,6.0,UA,1612045132
509,sorland,67.667,12.6934,31.298000000000023,92,59,4.08,NO,1612045132
510,talnakh,69.4865,88.3972,-31.323999999999955,71,0,2.92,RU,1612045132
511,high level,58.5169,-117.136,1.3999999999999986,85,1,2.06,CA,1612045133
512,ipixuna,-1.7625,-48.8043,82.4,78,75,3.09,BR,1612045133
513,herat,34.5,62.0,50.9,47,100,2.32,AF,1612045133
514,kununurra,-15.7667,128.7333,78.8,100,40,1.54,AU,1612045133
515,kangaatsiaq,68.3065,-53.4641,9.212000000000057,94,96,0.49,GL,1612045133
516,sayyan,15.1718,44.3244,48.74000000000002,45,39,1.49,YE,1612045133
517,elizabeth city,36.2946,-76.2511,35.99600000000005,44,1,1.21,US,1612045133
518,oktyabrskoye,43.0645,44.7417,37.4,87,14,4.0,RU,1612045134
519,yumen,40.2833,97.2,22.802000000000078,73,0,10.87,CN,1612045134
520,ontario,34.0633,-117.6509,62.6,51,20,0.77,US,1612044987
521,saint-pierre,-21.3393,55.4781,78.8,65,0,2.57,RE,1612045134
522,yushu,44.8,126.5333,-14.02599999999994,87,59,2.62,CN,1612045134
523,southbridge,42.0751,-72.0334,19.994000000000074,29,0,3.5,US,1612045134
524,rio gallegos,-51.6226,-69.2181,66.2,32,20,8.23,AR,1612044940
525,hobyo,5.3505,48.5268,75.32600000000009,78,7,7.13,SO,1612045135
526,oron,4.8256,8.2343,80.24000000000002,81,7,1.88,NG,1612045135
527,black river,18.0264,-77.8487,80.00600000000003,69,40,10.8,JM,1612045135
528,gigmoto,13.7796,124.39,76.04600000000005,80,100,7.78,PH,1612045135
529,kundian,32.4587,71.4775,50.018000000000086,42,0,1.15,PK,1612045136
530,kabinda,-6.1333,24.4833,69.47600000000008,91,99,0.45,CD,1612045136
531,ponta delgada,37.7333,-25.6667,62.00600000000003,100,20,7.72,PT,1612045136
532,coolum beach,-26.5333,153.1,77.0,91,58,0.89,AU,1612045136
533,novoshakhtinsk,47.7604,39.9334,35.6,87,0,4.0,RU,1612044848
534,umea,63.8284,20.2597,14.0,85,90,4.63,SE,1612045136
535,aksarka,66.5606,67.7975,-17.823999999999963,87,100,5.19,RU,1612045136
536,pitmoaga,12.2397,-1.8767,75.2,25,8,2.06,BF,1612045137
537,svetlyy,54.675,20.1347,32.0,74,75,5.0,RU,1612045137
538,shingu,33.7333,135.9833,40.352000000000075,76,1,2.86,JP,1612045137
539,iskateley,67.6803,53.1512,1.2740000000000116,93,100,5.3,RU,1612045137
540,maromitsa,59.8683,48.0123,19.88600000000007,97,97,4.39,RU,1612045137
541,taseyevo,57.2169,94.8978,-40.395999999999944,77,0,0.3,RU,1612045137
542,cascais,38.6979,-9.4215,57.992,82,73,8.99,PT,1612045138
543,tomatlan,19.9333,-105.25,94.69400000000007,25,0,3.6,MX,1612045138
544,talen,23.5667,76.7167,52.7,39,0,2.66,IN,1612045138
545,ascension,30.2169,-90.9001,71.6,60,90,9.26,US,1612045138
546,kamskiye polyany,55.4307,51.4171,28.4,93,90,5.0,RU,1612045138
547,port augusta,-32.5,137.7667,66.2,68,97,5.66,AU,1612045138
548,gananoque,44.3334,-76.1661,15.008000000000003,69,97,0.89,CA,1612045139
549,clarence town,-32.5833,151.7833,73.4,94,90,3.6,AU,1612045139
550,paramirim,-13.4425,-42.2389,78.85400000000006,42,48,3.88,BR,1612045139
551,enid,36.3956,-97.8784,62.6,72,75,12.35,US,1612044916
552,pankrushikha,53.8319,80.3406,-4.359999999999978,91,69,3.96,RU,1612045139
553,vokhma,58.9303,46.7586,18.17600000000009,97,97,4.19,RU,1612045139
554,mayo,38.8876,-76.5119,35.99600000000005,48,1,3.6,US,1612045139
555,abu samrah,35.3029,37.1841,49.71200000000006,67,98,5.88,SY,1612045140
556,antigonish,45.6169,-61.9986,24.998000000000026,79,100,1.79,CA,1612045005
557,kungurtug,50.5994,97.5228,-3.423999999999964,84,86,1.91,RU,1612045140
558,at-bashi,41.1702,75.8106,6.944000000000074,57,45,1.78,KG,1612045140
